sentence,created_at,ave_sentiment,user_username
"RT @Soltrumbo: #17April2020 is the International Day of the Peasants Struggles.
Regardless if you consume delivery food, go to fancy restau…",2020-04-17T07:46:19.000Z,0.161792988,via_campesina
RT @LandworkersUK: Fri 17th April is International Day of Peasants' struggle.  To stand in solidarity with @via_campesina we are hosting a…,2020-04-17T07:46:01.000Z,-0.037688918,via_campesina
RT @MariaHennaG: This new tool w/ compelling visuals can mobilize communities to pressure govts &amp; governance institutions at all levels to…,2020-04-17T07:45:05.000Z,0.196396101,via_campesina
"RT @NisarMahadi1: #17April2020 #StayHomeButNotSilent
खेत की मिट्टी से पलता है शहर का पेट
नादान गांव अब भी उलझा है किश्तों में  

#17April20…",2020-04-17T07:41:51.000Z,0,via_campesina
"RT @MVIWATA: TAMKO LA MVIWATA 

SIKU YA KIMATAIFA YA KUMBUMBUKU YA MAPAMBANO YA WAKULIMA WADOGO DUNIANI #17Aprili2020

#KaaNyumbaniLakiniUs…",2020-04-17T07:41:32.000Z,0,via_campesina
RT @commonmolly: On the International Day of Peasant Struggles we pledge solidarity to the producers &amp; workers on whom our lives depend htt…,2020-04-17T07:33:44.000Z,0.052128604,via_campesina
"RT @gfc123: On the International Day of #Peasants struggles, we stand in solidarity with peasants and farmers who keep feeding the world ev…",2020-04-17T07:29:57.000Z,0,via_campesina
@karlrafiq @viacampesinaFR @via_campesinaSP @spipetani @assorurale @GRAIN_org @ECVC1 @UAWC1986 @ViaSeea @lvc_southasia @CLOC_LVC Its updated! Thanks for pointing out. https://t.co/aO2BbJuqrC,2020-04-17T07:27:43.000Z,0.146473856,via_campesina
"It's here! An illustrated version of the UN Declaration on the Rights of Peasants and Other People Working in Rural Areas (UNDROP) is out today! #17April2020

https://t.co/aO2BbJuqrC
#StayHomeButNotSilent #PeasantsRightsNow

(Spanish and French versions, up next!) https://t.co/TgOKvnuVbP",2020-04-17T06:58:01.000Z,0.025451592,via_campesina
"La Via Campesina is now on Instagram as *la_via_campesina_official* 

Follow us there too, as we share stories of resistance, hope and solidarity! #StayHomeButNotSilent #17April2020 https://t.co/z3zbDGK4h3",2020-04-16T16:27:44.000Z,0.109137266,via_campesina
